Professor,Department,Rating,Difficulty,Num_Ratings,Review_Example
Dominik Riechers,Astronomy,4.0,2.0,1,Lectures can be a bit dry but he's a good teacher. Answers any questions or concerns you have and is very helpful if you need any help. Problem sets aren't necessarily hard but take a lot of work. Pretty heavy on conceptual knowledge so make sure you actually understand what your equations mean
Thuy Tranviet,Languages,3.2,3.5,6,She's often unclear and contradictory. One minute you do this; the next you do something else. There's also a lot of busy work assigned. She demands you meet 4-5 times a week for class and hands out repetitive assignments almost every day. The grading can be very arbitrary as well.
Briel Felton,English,4.8,2.0,4,"Such a nice Professor, I absolutely loved this class. Such a fun and great FWS. She priorities you above all else and does not punish you for taking mental health days. My favorite class I have taken in Cornell so far. I can imagine someone disliking her, such a great person. Gave us snacks for Halloween and Christmas to celebrate the holidays :)"
Benjamin Cosgrove,Biomedical Engineering,5.0,3.5,2,"Prof. Cosgrove is one of my favorite professors at Cornell BME! He is super organized, willing to help, and cares about his students. Highly recommend taking his class. "
Paul Sawyer,English,3.8,2.4,12,"I've never seen anyone pour so much effort and passion into teaching a course than this man did. He was loving every minute of it, and so were we."
John Blume,Law,4.3,3.5,4,"Fantastic, passionate teacher with a great deal of real-world experience in death penalty cases.  The socratic method is a little scary, but once you get called on, it won't happen again.  The Death Penalty in America remains the best class I've taken at Cornell."
Nirav Patel,Biology,4.7,3.1,19,"Explains why we are doing things such as processes and not just make us do it. He goes above and beyond the understanding of the course which helps me make connections to concept in biology, that I finally get my aha moment."
Alex Rees-Jones,Economics,1.0,5.0,1,Majority of class dropped out. The exams were fair but the problem sets were atrocious. Only two questions (out of 4-6) in each PS (which takes 4+ hours to complete) are graded but never mentions which ones. Lectures and textbook are almost never enough to be able to complete PS thoroughly. Avoids answering questions in office hours. Steer clear
Richard Swedberg,Sociology,4.3,2.1,19,"Genuinely funny guy, lectures are long, but he makes sure to make it worth your while. There are books required, but I just checked them out from the library instead of buying, they were pretty easy find since they're all classics."
Olena Rarytska,Economics,2.9,3.8,5,"Lectures are hasty and it feels like they rush through some parts while wasting time on unhelpful derivations one could find in the textbook. Prelims + final quite straightforward with non-strict rubric, but no practice exams provided which is annoying. Problem sets a bit lengthy, but not too bad. Would want better lectures, but not bad overall"
Eliza Buhrer,History,4.5,1.5,2,"Easy grader, but but her class is so boring"
Melisa  Medina-Rivera ,Human Ecology,3.0,4.0,2,"She gives good lectures generally, but her tests are absolutely ridiculous for an intro class. You pretty much need to know every single detail on the lecture slides. The answer choices are very tricky. You could ""defend your answer"" but you need to give her a very very detailed explanation. She seems like a sweet and caring professor though."
Daima Taimina,Mathematics,2.5,3.5,4,Lectures give exactly what you need. Honest about the material - which one is really useful and which one you just need to know to pass the exam.
Shreya Kankanhali,Business,5.0,3.0,1,"Very clear course, knew the expectations from the beginning. She prepares a lot for classes & students. Learnt all fundamental concepts in 1 course. She's a very sweet person, & gives great feedback. She is very accommodating, empathetic and passionate about what she teaches, & I respect her tons. "
Nick Sturgeon,Philosophy,3.6,2.8,24,"He is a the type of professor who tries hard to be idolized by students. This is not a good thing. Nor should he take philosophical disagreements so personally. When people disagreed with Sturgeon, I got the sense that he disapproved of them in a moral sense---and that he kind of got off on it. Steer clear."
Nelson Tebbe,Law,4.0,3.0,3,"Prof. Tebbe is my favorite professor this semester. He makes very difficult topics much more accessible, and he does it in a fun and lighthearted way. He's also very encouraging and is the kindest professor when it comes to cold calling. All in all, 10/10."
Yoav Artzi,Computer Science,1.0,5.0,2,Heavy workload! Doesn't understand meaning of homework and assigns month long assignments. Is extremely delusional in what it means to teach NLP and teach MLE. He thinks his homework assignments are reinforcing course topics yet so much isn't taught. It's so telling when half the class drops after the first homework.
Francesca Molinari,Economics,4.0,3.4,24,"She writes everything on the board, so if you miss lectures, don't expect any slides to be uploaded on Blackboard. She is very helpful and friendly in office hours. Exams are super hard, but class is curved to a median B+."
Tapomayukh Bhattacharjee,Computer Science,1.0,1.0,1,Do not take his foundations of robotics class...
Beth Livingston,Management,4.3,1.6,15,"Cornell made a huge mistake. Our loss, Iowa's gain. She is a wonderful professor."
Penny Beebe,Engineering,3.5,3.2,5,Too focused on details.  She'll spend a class focusing on a paragraph and over-analyzing every single minor flaw.  Every single thing she harps on is her own personal preference.  Do not recommend.
Lynden Archer,Engineering,3.5,3.9,10,"Tough Course, but Awesome Professor. Archer really knows his fluids and is kind. I do not like Denn's Book. Let me repeat, I do not Like Denn's Book. I hope this causes Archer to choose another text."
Paul Friedland,History,4.8,3.3,20,"Professor Friedland's lectures were great and he is very knowledgeable about the French Revolution, which was the topic of the class.

Throughout the semester, he managed to draw a clear, logical line from the beginning of the Revolution to its end.

I would definitely strongly recommend this course."
Marina Welker,Anthropology,5.0,2.4,3,Professor Welker is very nice. Her lectures were very engaging. The readings provoked deep thought about global problems. The discussion sections were also very insightful.
